Fixation,Trial Name,Eye,Start Time,End Time,Duration,X,Y,Pupil Area,,,
Saccade,Trial Name,Eye,Start Time,End Time,Duration,Start X,Start Y,End X,End Y,Amplitude,Peak Velocity
Fixation,DadsArmy,R,9263997,9264217,221,802.8,586.3,1756,,,
Saccade,DadsArmy,R,9264218,9264245,28,802,584.7,888.2,633.3,2.42,227
Fixation,DadsArmy,R,9264246,9264606,361,875.2,628.1,1827,,,
Saccade,DadsArmy,R,9264607,9264654,48,876.3,628.2,704.5,660.2,4.27,299
Fixation,DadsArmy,R,9264655,9264994,340,688,665.7,2008,,,
Saccade,DadsArmy,R,9264995,9265052,58,683.2,667.7,658.1,426,5.91,264
Fixation,DadsArmy,R,9265053,9265334,282,663.3,395,2183,,,
Saccade,DadsArmy,R,9265335,9265350,16,663.3,385.9,624.6,358.1,1.17,99
Fixation,DadsArmy,R,9265351,9266432,1082,620.4,348.1,2392,,,
Saccade,DadsArmy,R,9266433,9266465,33,632.2,331,584.3,337.7,1.18,175
Fixation,DadsArmy,R,9266466,9267276,811,533.4,333.4,2623,,,
Saccade,DadsArmy,R,9267277,9267323,47,511.7,325,673.6,363.7,4.05,356
Fixation,DadsArmy,R,9267324,9267761,438,704.6,366.8,2873,,,
Saccade,DadsArmy,R,9267762,9267783,22,714,364.2,673,358.3,1.02,116
Fixation,DadsArmy,R,9267784,9268852,1069,703,344.9,2901,,,
Saccade,DadsArmy,R,9268853,9268877,25,709.6,334.8,666.9,334.3,1.05,129
Fixation,DadsArmy,R,9268878,9269043,166,666.6,334.5,2879,,,
Saccade,DadsArmy,R,9269044,9269098,55,659.9,334.8,412.1,294.1,6.07,344
Fixation,DadsArmy,R,9269099,9270735,1637,412,267,2873,,,
Saccade,DadsArmy,R,9270736,9270756,21,441.6,244.3,406.4,286.5,1.32,105
Fixation,DadsArmy,R,9270757,9270974,218,423.8,276.6,3068,,,
Saccade,DadsArmy,R,9270975,9271026,52,430.4,279.1,651.6,317.9,5.43,400
Fixation,DadsArmy,R,9271027,9271280,254,682,323.8,3102,,,
Saccade,DadsArmy,R,9271281,9271310,30,683.7,320.7,519.8,302.8,4.02,280
Fixation,DadsArmy,R,9271311,9271635,325,544.5,305.6,3111,,,
Saccade,DadsArmy,R,9271636,9271668,33,566.4,303.5,626.7,308.1,1.47,216
Fixation,DadsArmy,R,9271669,9271832,164,658,307.6,3140,,,
Saccade,DadsArmy,R,9271833,9271896,64,674.9,309,1067.9,429.4,10.01,417
Fixation,DadsArmy,R,9271897,9272116,220,1088.8,439.9,3125,,,
