Fixation,Trial Name,Eye,Start Time,End Time,Duration,X,Y,Pupil Area,,,
Saccade,Trial Name,Eye,Start Time,End Time,Duration,Start X,Start Y,End X,End Y,Amplitude,Peak Velocity
Fixation,DadsArmy,L,2428344,2428376,36,861.1,493,2116,,,
Saccade,DadsArmy,L,2428380,2428384,8,856.4,502.3,861.4,517.8,0.4,71
Fixation,DadsArmy,L,2428388,2428776,392,862.5,533.9,1955,,,
Saccade,DadsArmy,L,2428780,2428808,32,863.5,530.4,681.6,511.5,4.49,291
Fixation,DadsArmy,L,2428812,2429220,412,697.7,509.1,2186,,,
Saccade,DadsArmy,L,2429224,2429256,36,691.5,505.7,715.7,310,4.82,307
Fixation,DadsArmy,L,2429260,2429540,284,716.7,332.3,2286,,,
Saccade,DadsArmy,L,2429544,2429556,16,724.3,330.4,685.2,337.5,0.97,87
Fixation,DadsArmy,L,2429560,2429724,168,691.6,338.9,2377,,,
Saccade,DadsArmy,L,2429728,2429784,60,688.1,336.1,1137.2,455.7,11.3,497
Fixation,DadsArmy,L,2429788,2430016,232,1152,459.7,2495,,,
Saccade,DadsArmy,L,2430020,2430072,56,1159.6,457.9,1244.8,879,10.19,456
Fixation,DadsArmy,L,2430076,2430248,176,1244,896.8,2690,,,
Saccade,DadsArmy,L,2430252,2430276,28,1247.1,903.3,1233,1016.8,2.63,174
Fixation,DadsArmy,L,2430280,2430540,264,1240.7,996.6,2771,,,
Saccade,DadsArmy,L,2430544,2430604,64,1242.4,999.6,1199.4,389.9,14.35,659
Fixation,DadsArmy,L,2430608,2430732,128,1177.9,371.1,2672,,,
Saccade,DadsArmy,L,2430736,2430792,60,1174.5,370.7,705.4,328.5,11.4,443
Fixation,DadsArmy,L,2430796,2430932,140,675,329,2741,,,
Saccade,DadsArmy,L,2430936,2430956,24,652,329.4,555.3,311.7,2.39,203
Fixation,DadsArmy,L,2430960,2431528,572,546.6,300.8,2773,,,
Saccade,DadsArmy,L,2431532,2431560,32,538.5,291.2,770.6,334.2,5.76,347
Fixation,DadsArmy,L,2431564,2431860,300,752.7,320,2857,,,
Saccade,DadsArmy,L,2431864,2431884,24,762.3,315.5,657.6,262.3,2.87,210
Fixation,DadsArmy,L,2431888,2432048,164,669.6,265.3,2937,,,
Saccade,DadsArmy,L,2432052,2432072,24,680.5,264.3,779.2,317.9,2.75,220
Fixation,DadsArmy,L,2432076,2432292,220,756.6,305.3,2986,,,
Saccade,DadsArmy,L,2432296,2432304,12,762.8,305.4,741.2,293.2,0.61,76
Fixation,DadsArmy,L,2432308,2432740,436,777.9,297.1,3061,,,
Saccade,DadsArmy,L,2432744,2432800,60,796.6,298.1,677.8,1004.2,17,547
Fixation,DadsArmy,L,2432804,2432984,184,670.2,1000,3335,,,
Saccade,DadsArmy,L,2432988,2433012,28,672.2,1004.6,860.9,988.7,4.52,306
Fixation,DadsArmy,L,2433016,2433604,592,841,1005.1,2999,,,
Saccade,DadsArmy,L,2433608,2433652,48,828.7,1017,561.6,1030.2,6.34,348
Fixation,DadsArmy,L,2433656,2433996,344,546.4,1034.4,2899,,,
Saccade,DadsArmy,L,2434000,2434024,28,542.8,1041.7,644.8,1132.2,3.15,235
Fixation,DadsArmy,L,2434028,2434160,136,627.2,1129.4,2625,,,
Saccade,DadsArmy,L,2434164,2434240,80,622.9,1133.3,513.1,225.6,21.27,601
Fixation,DadsArmy,L,2434244,2434424,184,488.6,214.5,2264,,,
Saccade,DadsArmy,L,2434428,2434452,28,480,211,379,268.2,2.78,211
Fixation,DadsArmy,L,2434456,2435676,1224,449,266.2,2501,,,
Saccade,DadsArmy,L,2435680,2435692,16,551.4,282.1,581.1,306.1,0.93,93
Fixation,DadsArmy,L,2435696,2435976,284,618.6,301.1,2628,,,
Saccade,DadsArmy,L,2435980,2436164,188,694.7,303.4,792.2,289.2,2.41,1316
Fixation,DadsArmy,L,2436168,2436280,116,811.8,291.4,2762,,,
Saccade,DadsArmy,L,2436284,2436304,24,834.6,291.6,950.1,323.4,2.93,225
Fixation,DadsArmy,L,2436308,2436652,348,987.3,324.4,2759,,,
Saccade,DadsArmy,L,2436656,2436704,52,1037.5,335.7,673.1,267.6,9.03,412
Fixation,DadsArmy,L,2436708,2436976,272,657.1,267.1,2904,,,
Saccade,DadsArmy,L,2436980,2437184,208,650.7,273,602.5,258.9,1.22,1028
Fixation,DadsArmy,L,2437188,2437288,104,593.6,258.5,2929,,,
Saccade,DadsArmy,L,2437292,2437320,32,586.2,257.5,709,385.4,4.32,328
Fixation,DadsArmy,L,2437324,2437532,212,687.1,370.5,2976,,,
Saccade,DadsArmy,L,2437536,2437568,36,681.5,369.8,741.9,581,5.37,339
