Fixation,Trial Name,Eye,Start Time,End Time,Duration,X,Y,Pupil Area,,,
Saccade,Trial Name,Eye,Start Time,End Time,Duration,Start X,Start Y,End X,End Y,Amplitude,Peak Velocity
Saccade,DadsArmy,L,2174591,2174755,165,868.1,589.8,787.7,580.2,1.98,219
Fixation,DadsArmy,L,2174756,2174909,154,801.2,590.3,1205,,,
Saccade,DadsArmy,L,2174910,2174933,24,807.3,593.9,890.7,556.4,2.24,151
Fixation,DadsArmy,L,2174934,2175116,183,905.1,553,1098,,,
Saccade,DadsArmy,L,2175117,2175141,25,908.9,551.8,791.8,531.7,2.92,206
Fixation,DadsArmy,L,2175142,2175439,298,800.9,536.6,1102,,,
Saccade,DadsArmy,L,2175440,2175466,27,799.7,535.1,669.4,491.3,3.37,204
Fixation,DadsArmy,L,2175467,2175627,161,676.1,485.8,1240,,,
Saccade,DadsArmy,L,2175628,2175651,24,679.3,480,639.4,404.8,2.08,149
Fixation,DadsArmy,L,2175652,2176908,1257,616.8,383.7,1512,,,
Saccade,DadsArmy,L,2176909,2176920,12,602.9,364.8,572.6,366.8,0.74,73
Fixation,DadsArmy,L,2176921,2177444,524,532.9,362.6,1663,,,
Saccade,DadsArmy,L,2177445,2177456,12,493.4,361.1,468.1,351.7,0.65,64
Fixation,DadsArmy,L,2177457,2178178,722,454.3,349.9,1722,,,
Saccade,DadsArmy,L,2178179,2178207,29,426.5,347.4,576.2,336.4,3.62,220
Fixation,DadsArmy,L,2178208,2178378,171,573.9,342,1810,,,
Saccade,DadsArmy,L,2178379,2178401,23,578.4,341.2,652.4,378.2,2.02,163
Fixation,DadsArmy,L,2178402,2178816,415,643.1,381,1886,,,
Saccade,DadsArmy,L,2178817,2178827,11,665.8,376.9,690.4,369.6,0.63,68
Fixation,DadsArmy,L,2178828,2179397,570,690.3,366.1,1914,,,
Saccade,DadsArmy,L,2179398,2179563,166,679.1,372.3,660,402.3,0.87,693
Fixation,DadsArmy,L,2179564,2179628,65,524.5,923.6,2220,,,
Saccade,DadsArmy,L,2179629,2179645,17,530.5,915.4,527.5,968.2,1.23,142
Fixation,DadsArmy,L,2179646,2179777,132,531.4,977.2,2095,,,
Saccade,DadsArmy,L,2179778,2179852,75,532.8,977.1,772,358.2,15.81,338
Fixation,DadsArmy,L,2179853,2180065,213,790.1,378.9,1936,,,
Saccade,DadsArmy,L,2180066,2180087,22,802.7,376.8,869,325.6,2.05,141
Fixation,DadsArmy,L,2180088,2180337,250,896.2,336.4,1752,,,
Saccade,DadsArmy,L,2180338,2180361,24,936.5,331.7,1047,319.3,2.71,185
Fixation,DadsArmy,L,2180362,2180553,192,1066.3,311.6,1715,,,
Saccade,DadsArmy,L,2180554,2180610,57,1089.3,307.1,537.4,342.8,13.39,400
Fixation,DadsArmy,L,2180611,2180746,136,557.3,350.8,1837,,,
Saccade,DadsArmy,L,2180747,2180779,33,556.6,350.4,372.9,306.3,4.54,240
Fixation,DadsArmy,L,2180780,2181056,277,388.4,311.7,1900,,,
Saccade,DadsArmy,L,2181057,2181074,18,390.5,312.7,363.8,261.7,1.38,108
Fixation,DadsArmy,L,2181075,2181541,467,384,291.6,1939,,,
Saccade,DadsArmy,L,2181542,2181557,16,420.3,316.2,468.3,327.4,1.18,98
Fixation,DadsArmy,L,2181558,2182254,697,521.9,336.5,1999,,,
Saccade,DadsArmy,L,2182255,2182271,17,600,342.7,656.4,345.3,1.38,117
Fixation,DadsArmy,L,2182272,2182522,251,693.6,339.8,2056,,,
Saccade,DadsArmy,L,2182523,2182547,25,719.5,331.2,609.8,320.2,2.7,195
Fixation,DadsArmy,L,2182548,2182784,237,624.4,319.6,2085,,,
Saccade,DadsArmy,L,2182785,2182798,14,618.9,317.5,585.9,314.8,0.81,80
Fixation,DadsArmy,L,2182799,2183079,281,602.3,316.4,2037,,,
Saccade,DadsArmy,L,2183080,2183121,42,606.1,320.9,334.5,381.8,6.69,257
Fixation,DadsArmy,L,2183122,2183404,283,346.5,384.2,2015,,,
Saccade,DadsArmy,L,2183405,2183470,66,339,387.1,698.7,876.3,14.48,319
Fixation,DadsArmy,L,2183471,2183662,192,709.2,917.4,2185,,,
Saccade,DadsArmy,L,2183663,2183701,39,715.4,932,455.2,1029.9,6.57,279
Fixation,DadsArmy,L,2183702,2183965,264,468.4,1034.2,2209,,,
Saccade,DadsArmy,L,2183966,2184020,55,466.6,1040.3,475.1,555.1,11.39,335
Fixation,DadsArmy,L,2184021,2184177,157,485.4,573,2100,,,
Saccade,DadsArmy,L,2184178,2184202,25,491.7,570.8,563.5,487.9,2.66,184
Fixation,DadsArmy,L,2184203,2184382,180,563.9,472.8,1920,,,
Saccade,DadsArmy,L,2184383,2184556,174,566.7,478.7,922.7,359.1,9.17,288
Fixation,DadsArmy,L,2184557,2184868,312,944.5,397.1,1892,,,
Saccade,DadsArmy,L,2184869,2184904,36,960,406.5,724.8,431.8,5.8,308
Fixation,DadsArmy,L,2184905,2185054,150,741.3,436.7,2035,,,
Saccade,DadsArmy,L,2185055,2185126,72,736.4,442.6,1368.7,337.4,15.28,316
