Fixation,Trial Name,Eye,Start Time,End Time,Duration,X,Y,Pupil Area,,,
Saccade,Trial Name,Eye,Start Time,End Time,Duration,Start X,Start Y,End X,End Y,Amplitude,Peak Velocity
Saccade,DadsArmy,R,9361524,9361565,42,857.6,602.3,855.1,637,0.85,161
Fixation,DadsArmy,R,9361566,9361593,28,855,636.3,1867,,,
Saccade,DadsArmy,R,9361594,9361617,24,854.9,634.1,780.6,596.8,2.03,146
Fixation,DadsArmy,R,9361618,9362072,455,800.6,601.2,1813,,,
Saccade,DadsArmy,R,9362073,9362099,27,802.9,602.7,669.6,576.9,3.32,235
Fixation,DadsArmy,R,9362100,9362337,238,676.8,578.3,1698,,,
Saccade,DadsArmy,R,9362338,9362366,29,677.5,576.3,618.9,412.1,4.26,251
Fixation,DadsArmy,R,9362367,9363133,767,639.6,387,2143,,,
Saccade,DadsArmy,R,9363134,9363155,22,607.5,380.7,556.9,403.5,1.35,130
Fixation,DadsArmy,R,9363156,9363850,695,584.5,384.4,2586,,,
Saccade,DadsArmy,R,9363851,9363872,22,590.7,370.9,540,371.7,1.23,121
Fixation,DadsArmy,R,9363873,9364670,798,506.1,370,2689,,,
Saccade,DadsArmy,R,9364671,9364696,26,486.7,361.6,614.2,368.1,3.1,213
Fixation,DadsArmy,R,9364697,9364851,155,608.2,373.1,2820,,,
Saccade,DadsArmy,R,9364852,9364929,78,609.8,384,758.6,896.6,12.81,336
Fixation,DadsArmy,R,9364930,9365047,118,739.8,922.3,3110,,,
Saccade,DadsArmy,R,9365048,9365064,17,736.8,918.3,728.9,968.3,1.19,84
Fixation,DadsArmy,R,9365065,9365208,144,734.4,969.2,3078,,,
Saccade,DadsArmy,R,9365209,9365273,65,740.3,964.1,657,405,13.5,410
Fixation,DadsArmy,R,9365274,9365503,230,650.2,415.3,2965,,,
Saccade,DadsArmy,R,9365504,9365520,17,650.6,412.3,639.6,366.8,1.14,89
Fixation,DadsArmy,R,9365521,9366450,930,685.2,368,2903,,,
Saccade,DadsArmy,R,9366451,9366491,41,710,350.9,488,316.6,5.46,236
Fixation,DadsArmy,R,9366492,9366952,461,519.2,313.7,2844,,,
Saccade,DadsArmy,R,9366953,9366991,39,536.8,317.7,849.3,307.5,7.62,392
Fixation,DadsArmy,R,9366992,9367163,172,855.7,315,2593,,,
Saccade,DadsArmy,R,9367164,9367189,26,894,312,1018.7,334.2,3.09,222
Fixation,DadsArmy,R,9367190,9367590,401,1086.4,317.2,2407,,,
Saccade,DadsArmy,R,9367591,9367637,47,1165,319.3,719.8,332.3,10.8,381
Fixation,DadsArmy,R,9367638,9367862,225,723.7,329.6,2492,,,
Saccade,DadsArmy,R,9367863,9367901,39,724.6,327.4,622.4,365.5,2.67,243
Fixation,DadsArmy,R,9367902,9368109,208,610.9,364.2,2559,,,
Saccade,DadsArmy,R,9368110,9368149,40,611.1,371.1,357.6,323.9,6.2,306
Fixation,DadsArmy,R,9368150,9369223,1074,475.3,339.5,2495,,,
Saccade,DadsArmy,R,9369224,9369302,79,627.1,351.4,1377.3,493.4,18.17,492
Fixation,DadsArmy,R,9369303,9369476,174,1382.7,504.3,2403,,,
Saccade,DadsArmy,R,9369477,9369511,35,1379.6,503.3,1535.8,502.1,3.55,181
Fixation,DadsArmy,R,9369512,9369631,120,1514.3,502.9,2358,,,
Saccade,DadsArmy,R,9369632,9369709,78,1508.8,505.2,669.3,331.9,20.09,534
Fixation,DadsArmy,R,9369710,9369971,262,642.8,324.5,2487,,,
Saccade,DadsArmy,R,9369972,9369996,25,640.1,321.3,546.3,327,2.29,182
Fixation,DadsArmy,R,9369997,9370274,278,554,328.4,2549,,,
