Fixation,Trial Name,Eye,Start Time,End Time,Duration,X,Y,Pupil Area,,,
Saccade,Trial Name,Eye,Start Time,End Time,Duration,Start X,Start Y,End X,End Y,Amplitude,Peak Velocity
Fixation,DadsArmy,L,9260267,9260775,509,805.7,582.9,1109,,,
Saccade,DadsArmy,L,9260776,9260811,36,808.8,576.4,664.7,385.9,5.84,259
Fixation,DadsArmy,L,9260812,9261522,711,669.4,377.1,1228,,,
Saccade,DadsArmy,L,9261523,9261540,18,680.2,364.4,633.9,349,1.19,102
Fixation,DadsArmy,L,9261541,9261976,436,621.7,356,1674,,,
Saccade,DadsArmy,L,9261977,9261995,19,595.5,355.3,544.8,381.1,1.38,114
Fixation,DadsArmy,L,9261996,9262699,704,557.5,364.6,1938,,,
Saccade,DadsArmy,L,9262700,9262717,18,567.8,356,517.6,372.8,1.29,112
Fixation,DadsArmy,L,9262718,9263514,797,480.9,372.7,2223,,,
Saccade,DadsArmy,L,9263515,9263557,43,451.5,365.7,584.6,354.2,3.23,217
Fixation,DadsArmy,L,9263558,9264059,502,593.5,382.4,2497,,,
Saccade,DadsArmy,L,9264060,9264190,131,608.4,393.1,563.1,334.8,1.8,1739
Fixation,DadsArmy,L,9264191,9264531,341,569.6,360.2,2656,,,
Saccade,DadsArmy,L,9264532,9264540,9,594,370.3,607.8,380.4,0.42,51
Fixation,DadsArmy,L,9264541,9264781,241,619,378.5,2663,,,
Saccade,DadsArmy,L,9264782,9264864,83,635.9,376.1,297.1,300.9,8.32,301
Fixation,DadsArmy,L,9264865,9265980,1116,288.6,355.4,2734,,,
Saccade,DadsArmy,L,9265981,9266019,39,297.1,351,133.3,298.5,3.98,189
Fixation,DadsArmy,L,9266020,9266254,235,141.7,272.5,2798,,,
Saccade,DadsArmy,L,9266255,9266298,44,147,271.8,304.3,323,3.83,245
Fixation,DadsArmy,L,9266299,9266909,611,322.1,345.7,2792,,,
Saccade,DadsArmy,L,9266910,9266933,24,327,348.1,282.1,387.3,1.41,106
Fixation,DadsArmy,L,9266934,9267190,257,293,379.2,2799,,,
Saccade,DadsArmy,L,9267191,9267196,6,309,382.9,323.8,383.7,0.35,54
Fixation,DadsArmy,L,9267197,9267450,254,352.3,386.7,2775,,,
Saccade,DadsArmy,L,9267451,9267459,9,400.4,391.3,422.9,396.1,0.55,66
Fixation,DadsArmy,L,9267460,9268043,584,462.7,381,2716,,,
Saccade,DadsArmy,L,9268044,9268062,19,518,379.2,594.3,362.7,1.9,152
Fixation,DadsArmy,L,9268063,9268385,323,665.2,368.5,2669,,,
Saccade,DadsArmy,L,9268386,9268406,21,735.1,375,802.8,368.2,1.67,130
Fixation,DadsArmy,L,9268407,9268685,279,829.6,360.5,2703,,,
Saccade,DadsArmy,L,9268686,9268704,19,860.6,353.6,820,354.2,1,89
Fixation,DadsArmy,L,9268705,9269003,299,868.5,340.4,2731,,,
Saccade,DadsArmy,L,9269004,9269135,132,924,336.3,900.2,275.4,1.6,1667
Fixation,DadsArmy,L,9269136,9269402,267,896.3,303.7,2783,,,
Saccade,DadsArmy,L,9269403,9269422,20,899.6,303,839.7,298.9,1.47,115
Fixation,DadsArmy,L,9269423,9269815,393,855.5,295.4,2786,,,
Saccade,DadsArmy,L,9269816,9269873,58,851.2,295.9,993.4,187.6,4.35,259
Fixation,DadsArmy,L,9269874,9269972,99,1006.9,184.5,2703,,,
Saccade,DadsArmy,L,9269973,9270045,73,1007.2,184.5,814.4,330.5,5.89,338
Fixation,DadsArmy,L,9270046,9270504,459,828.7,358.1,2746,,,
Saccade,DadsArmy,L,9270505,9270528,24,854.6,369.6,930.6,402.6,2.03,149
Fixation,DadsArmy,L,9270529,9270655,127,926.4,399.4,2732,,,
Saccade,DadsArmy,L,9270656,9270725,70,934.3,400.6,1326.7,273.1,9.87,345
Fixation,DadsArmy,L,9270726,9271189,464,1252.6,271.5,2598,,,
Saccade,DadsArmy,L,9271190,9271211,22,1167,264.2,1207.1,275.6,1,107
Fixation,DadsArmy,L,9271212,9271519,308,1180,266,2599,,,
Saccade,DadsArmy,L,9271520,9271658,139,1177.8,262.7,408.1,261.3,18.37,1852
Fixation,DadsArmy,L,9271659,9271861,203,408.5,297,2705,,,
Saccade,DadsArmy,L,9271862,9271951,90,410.4,305.9,967.1,589.1,15.08,479
Fixation,DadsArmy,L,9271952,9272074,123,964.7,600.5,2770,,,
Saccade,DadsArmy,L,9272075,9272100,26,984.6,590.8,1064.9,666.7,2.68,181
Fixation,DadsArmy,L,9272101,9272470,370,1097.3,616.1,2778,,,
Saccade,DadsArmy,L,9272471,9272556,86,1123.2,585.6,730.3,362.6,10.98,421
Fixation,DadsArmy,L,9272557,9272783,227,712.4,387.3,2720,,,
Saccade,DadsArmy,L,9272784,9272807,24,717.4,391.4,664.1,441.1,1.79,136
Fixation,DadsArmy,L,9272808,9272959,152,677.7,444.3,2267,,,
Saccade,DadsArmy,L,9272960,9273028,69,680.9,452.1,1116.2,843.9,14.11,435
Fixation,DadsArmy,L,9273029,9273311,283,1149.5,826.7,2084,,,
Saccade,DadsArmy,L,9273312,9273512,201,1157.1,817.1,657.7,391.9,15.79,1343
Fixation,DadsArmy,L,9273513,9273709,197,654.9,408.6,2205,,,
Saccade,DadsArmy,L,9273710,9273719,10,664,406.6,685.8,409.3,0.54,60
Fixation,DadsArmy,L,9273720,9273935,216,683.4,407.2,2311,,,
Saccade,DadsArmy,L,9273936,9273957,22,688.4,404.7,721.9,445.6,1.3,107
Fixation,DadsArmy,L,9273958,9274088,131,720.9,440,2429,,,
Saccade,DadsArmy,L,9274089,9274157,69,723.8,439.9,1037.4,764.1,10.95,399
Fixation,DadsArmy,L,9274158,9274310,153,1045.1,777.8,2573,,,
Saccade,DadsArmy,L,9274311,9274335,25,1042.3,775.6,1121.1,843.9,2.49,175
Fixation,DadsArmy,L,9274336,9274567,232,1112.8,837.9,2597,,,
Saccade,DadsArmy,L,9274568,9274586,19,1116.9,840.7,1123.7,796.6,1.06,102
Fixation,DadsArmy,L,9274587,9274779,193,1122.8,808.9,2595,,,
Saccade,DadsArmy,L,9274780,9274945,166,1131.2,808.2,684.7,337,15.65,1363
Fixation,DadsArmy,L,9274946,9275152,207,681.1,355.3,2415,,,
Saccade,DadsArmy,L,9275153,9275242,90,688.8,361.3,578.3,867.9,12.45,396
Fixation,DadsArmy,L,9275243,9275293,51,588.7,869.3,2515,,,
Saccade,DadsArmy,L,9275294,9275315,22,590.4,856.2,583.8,851.7,0.19,142
Fixation,DadsArmy,L,9275316,9275337,22,585.3,856,2516,,,
Saccade,DadsArmy,L,9275338,9275363,26,584.1,851.1,587.3,850.9,0.08,170
Fixation,DadsArmy,L,9275364,9275419,56,589.5,846.2,2517,,,
Saccade,DadsArmy,L,9275420,9275468,49,590.8,837.9,646.7,734,2.82,237
Fixation,DadsArmy,L,9275469,9275592,124,633.8,749.9,2538,,,
Saccade,DadsArmy,L,9275593,9275676,84,630.8,751.9,1129.6,761.9,11.99,407
Fixation,DadsArmy,L,9275677,9275857,181,1092,787.8,2543,,,
Saccade,DadsArmy,L,9275858,9275871,14,1084.6,785.7,1099.2,752,0.88,88
Fixation,DadsArmy,L,9275872,9276100,229,1087,760,2573,,,
Saccade,DadsArmy,L,9276101,9276191,91,1084.6,753.9,579,272.6,16.83,517
Fixation,DadsArmy,L,9276192,9276537,346,548.2,279,2463,,,
Saccade,DadsArmy,L,9276538,9276556,19,555.5,267.5,581.3,244.9,0.83,101
Fixation,DadsArmy,L,9276557,9277044,488,616.9,241.9,2471,,,
Saccade,DadsArmy,L,9277045,9277063,19,653.4,232.7,684.2,181.8,1.44,124
Fixation,DadsArmy,L,9277064,9277393,330,686.3,206.7,2476,,,
Saccade,DadsArmy,L,9277394,9277411,18,687,222.8,734.4,247.9,1.31,110
Fixation,DadsArmy,L,9277412,9277708,297,717.8,243.6,2494,,,
