Fixation,Trial Name,Eye,Start Time,End Time,Duration,X,Y,Pupil Area,,,
Saccade,Trial Name,Eye,Start Time,End Time,Duration,Start X,Start Y,End X,End Y,Amplitude,Peak Velocity
Fixation,DadsArmy,L,10467436,10467778,343,767.7,542.2,1527,,,
Saccade,DadsArmy,L,10467779,10467818,40,772.6,558.9,964.9,444,5.49,234
Fixation,DadsArmy,L,10467819,10467984,166,958.1,468.8,1509,,,
Saccade,DadsArmy,L,10467985,10468037,53,960.7,473.7,608.8,473.3,8.59,464
Fixation,DadsArmy,L,10468038,10468277,240,599,482.8,1539,,,
Saccade,DadsArmy,L,10468278,10468324,47,599.2,479.3,657.1,364,3.15,228
Fixation,DadsArmy,L,10468325,10468599,275,671.6,378.2,1761,,,
Saccade,DadsArmy,L,10468600,10468620,21,677.9,373.1,641.8,351.5,1.03,104
Fixation,DadsArmy,L,10468621,10468933,313,629.7,335.8,1983,,,
Saccade,DadsArmy,L,10468934,10468950,17,602,301.1,565.8,320.2,1,104
Fixation,DadsArmy,L,10468951,10469365,415,566.3,316.1,2206,,,
Saccade,DadsArmy,L,10469366,10469370,5,559.7,300.4,547.5,301.4,0.3,68
Fixation,DadsArmy,L,10469371,10469648,278,557.1,305.5,2290,,,
Saccade,DadsArmy,L,10469649,10469666,18,559.4,301,544.4,319.8,0.58,92
Fixation,DadsArmy,L,10469667,10469874,208,538.6,314.7,2301,,,
Saccade,DadsArmy,L,10469875,10469896,22,523.3,313.9,471.4,318.4,1.26,146
Fixation,DadsArmy,L,10469897,10470284,388,451.9,329.7,2299,,,
Saccade,DadsArmy,L,10470285,10470474,190,440.5,341.5,562.9,402.3,3.3,597
Fixation,DadsArmy,L,10470475,10470672,198,554.9,308.2,2324,,,
Saccade,DadsArmy,L,10470673,10470695,23,561,279,636.8,306,1.96,171
Fixation,DadsArmy,L,10470696,10470944,249,631.7,298.5,2412,,,
Saccade,DadsArmy,L,10470945,10470979,35,636.9,302,357.9,280.8,6.73,389
