Fixation,Trial Name,Eye,Start Time,End Time,Duration,X,Y,Pupil Area,,,
Saccade,Trial Name,Eye,Start Time,End Time,Duration,Start X,Start Y,End X,End Y,Amplitude,Peak Velocity
Fixation,DadsArmy,L,5213938,5214449,512,809.5,614.2,1877,,,
Saccade,DadsArmy,L,5214450,5214572,123,829.7,620.9,627.1,709.9,5.39,1339
Fixation,DadsArmy,L,5214573,5214699,127,623.2,708.3,2022,,,
Saccade,DadsArmy,L,5214700,5214744,45,618.6,706.6,670.9,477.4,5.71,232
Fixation,DadsArmy,L,5214745,5214963,219,663.4,495.9,2177,,,
Saccade,DadsArmy,L,5214964,5214987,24,659.6,492.5,670.3,382.1,2.71,202
Fixation,DadsArmy,L,5214988,5215342,355,666.4,377.4,2403,,,
Saccade,DadsArmy,L,5215343,5215372,30,656.4,369.5,627.6,379.4,0.74,121
Fixation,DadsArmy,L,5215373,5215651,279,600.6,378.9,2626,,,
Saccade,DadsArmy,L,5215652,5215768,117,591.3,385.6,543.9,400.7,1.21,1117
Fixation,DadsArmy,L,5215769,5216806,1038,570.6,391,2998,,,
Saccade,DadsArmy,L,5216807,5216936,130,529.8,391.8,492.1,358.6,1.22,1181
Fixation,DadsArmy,L,5216937,5217235,299,500.4,360.8,3168,,,
Saccade,DadsArmy,L,5217236,5217265,30,500,359.4,678.8,408.2,4.51,298
Fixation,DadsArmy,L,5217266,5217738,473,655.8,402.1,3268,,,
Saccade,DadsArmy,L,5217739,5217760,22,653.1,405.7,611.1,382.9,1.17,131
Fixation,DadsArmy,L,5217761,5217986,226,616.9,383.3,3268,,,
Saccade,DadsArmy,L,5217987,5218115,129,632,379.9,619.8,368.8,0.4,1145
Fixation,DadsArmy,L,5218116,5218968,853,661.5,366.9,3476,,,
Saccade,DadsArmy,L,5218969,5218991,23,644,362.4,740.9,314.5,2.65,220
Fixation,DadsArmy,L,5218992,5219433,442,782.2,318.7,3636,,,
Saccade,DadsArmy,L,5219434,5219481,48,815.8,330.3,534.7,342.6,6.87,289
Fixation,DadsArmy,L,5219482,5219917,436,556.7,351.5,3745,,,
Saccade,DadsArmy,L,5219918,5220060,143,563.9,354.4,551.2,367.8,0.45,1331
Fixation,DadsArmy,L,5220061,5220158,98,562.4,373.4,3857,,,
Saccade,DadsArmy,L,5220159,5220216,58,570.1,372.9,284.3,311.2,6.98,285
Fixation,DadsArmy,L,5220217,5220790,574,289.9,322.1,3842,,,
Saccade,DadsArmy,L,5220791,5220954,164,322.9,341,1358.4,403.4,24.3,1332
Fixation,DadsArmy,L,5220955,5221333,379,1347.5,391.2,3797,,,
Saccade,DadsArmy,L,5221334,5221497,164,1346.6,385.1,555.8,361.3,18.81,1179
Fixation,DadsArmy,L,5221498,5222068,571,666.2,363.4,4074,,,
Saccade,DadsArmy,L,5222069,5222122,54,774,350.9,533.4,325.8,5.9,301
Fixation,DadsArmy,L,5222123,5222504,382,526,321.9,4160,,,
Saccade,DadsArmy,L,5222505,5222565,61,526.2,317.7,927.5,324.3,9.77,376
Fixation,DadsArmy,L,5222566,5222748,183,951,325.9,4081,,,
Saccade,DadsArmy,L,5222749,5222773,25,957.1,323,887.6,306.4,1.75,179
Fixation,DadsArmy,L,5222774,5222991,218,893.7,305.9,4079,,,
Saccade,DadsArmy,L,5222992,5223012,21,889.6,304.1,831,262.2,1.76,167
Fixation,DadsArmy,L,5223013,5223514,502,859.3,267,4022,,,
Saccade,DadsArmy,L,5223515,5223662,148,852.2,279.8,177.4,388.4,16.2,1332
Fixation,DadsArmy,L,5223663,5223820,158,184.2,389.1,4115,,,
Saccade,DadsArmy,L,5223821,5223852,32,188.8,386.8,56,313.3,3.47,201
Fixation,DadsArmy,L,5223853,5224011,159,73.6,315.4,4055,,,
Saccade,DadsArmy,L,5224012,5224036,25,78.5,316,192.6,333.6,2.62,213
Fixation,DadsArmy,L,5224037,5224272,236,177.8,336.4,4080,,,
Saccade,DadsArmy,L,5224273,5224315,43,177.6,341.4,313.3,540.3,5.68,304
Fixation,DadsArmy,L,5224316,5224451,136,312,526.7,4224,,,
Saccade,DadsArmy,L,5224452,5224587,136,318.7,525.9,474,360.2,5.44,1086
Fixation,DadsArmy,L,5224588,5224750,163,474.9,363.4,4195,,,
Saccade,DadsArmy,L,5224751,5224834,84,471.3,364.5,1173.8,280.9,16.99,391
Fixation,DadsArmy,L,5224835,5225073,239,1140.6,285.5,4064,,,
Saccade,DadsArmy,L,5225074,5225106,33,1121.1,294.3,1149.3,283.5,0.73,151
Fixation,DadsArmy,L,5225107,5225569,463,1145.4,290.7,3923,,,
Saccade,DadsArmy,L,5225570,5225597,28,1122.7,293.1,1100,294.2,0.55,107
Fixation,DadsArmy,L,5225598,5226135,538,1067.2,308.7,3109,,,
Saccade,DadsArmy,L,5226136,5226326,191,1037.7,326.3,683.5,476.7,9.39,967
Fixation,DadsArmy,L,5226327,5226468,142,685.5,488.4,3075,,,
Saccade,DadsArmy,L,5226469,5226492,24,677,489,721.9,454.5,1.39,142
Fixation,DadsArmy,L,5226493,5227330,838,682.5,430.8,3279,,,
Saccade,DadsArmy,L,5227331,5227352,22,692.1,423.4,721.1,433,0.75,112
Fixation,DadsArmy,L,5227353,5228122,770,713.9,410.6,3719,,,
Saccade,DadsArmy,L,5228123,5228142,20,665.2,389.5,598.7,376.3,1.66,144
Fixation,DadsArmy,L,5228143,5228355,213,606.3,370,3847,,,
Saccade,DadsArmy,L,5228356,5228524,169,608.8,359.6,649.7,331.1,1.22,1040
Fixation,DadsArmy,L,5228525,5228578,54,657.9,345,3828,,,
Saccade,DadsArmy,L,5228579,5228650,72,662,351.6,1081,767.7,14.28,417
Fixation,DadsArmy,L,5228651,5228803,153,1087.1,777.4,3891,,,
Saccade,DadsArmy,L,5228804,5229095,292,1080.6,774.7,933.2,805.1,3.63,1075
Fixation,DadsArmy,L,5229096,5229126,31,925.3,800.2,3921,,,
Saccade,DadsArmy,L,5229127,5229378,252,936.1,812.3,1082.2,807.9,3.52,826
Fixation,DadsArmy,L,5229379,5229402,24,1081.5,809.2,3795,,,
Saccade,DadsArmy,L,5229403,5229625,223,1084.7,806.4,944.5,765.4,3.52,1089
Fixation,DadsArmy,L,5229626,5229681,56,947.7,767.5,3948,,,
Saccade,DadsArmy,L,5229682,5230073,392,954.5,769.8,482.2,319.9,15.74,1013
Fixation,DadsArmy,L,5230074,5230224,151,486.6,318.7,4019,,,
Saccade,DadsArmy,L,5230225,5230251,27,489.6,317.2,623.3,321.2,3.24,245
Fixation,DadsArmy,L,5230252,5230637,386,631.4,307.9,3986,,,
Saccade,DadsArmy,L,5230638,5230658,21,656.2,303.1,672.1,247.5,1.41,120
Fixation,DadsArmy,L,5230659,5231009,351,693.8,260.5,3850,,,
Saccade,DadsArmy,L,5231010,5231030,21,714,270.1,733.4,290.8,0.69,94
Fixation,DadsArmy,L,5231031,5231196,166,734.9,289.6,3883,,,
Saccade,DadsArmy,L,5231197,5231265,69,734.8,287.5,1056.5,747.3,13.58,477
Fixation,DadsArmy,L,5231266,5232742,1477,1039.9,719.5,4225,,,
Saccade,DadsArmy,L,5232743,5232786,44,1034.9,691.8,1219.4,563.1,5.4,254
Fixation,DadsArmy,L,5232787,5232865,79,1207.5,572.9,4266,,,
Saccade,DadsArmy,L,5232866,5232952,87,1210.2,571.2,1246.2,493.7,2.05,464
Fixation,DadsArmy,L,5232953,5233094,142,1256.8,502.6,4122,,,
Saccade,DadsArmy,L,5233095,5233184,90,1269.2,503,455,317.6,19.89,474
Fixation,DadsArmy,L,5233185,5233378,194,444.8,323.2,4036,,,
Saccade,DadsArmy,L,5233379,5233401,23,434.8,321.7,352,321.5,1.97,165
Fixation,DadsArmy,L,5233402,5234021,620,351.4,323.6,4018,,,
Saccade,DadsArmy,L,5234022,5234038,17,336.9,326.9,312.5,294.1,0.97,85
Fixation,DadsArmy,L,5234039,5234296,258,308.5,301.7,4012,,,
Saccade,DadsArmy,L,5234297,5234445,149,306.4,305.7,384.2,309.4,1.84,1535
Fixation,DadsArmy,L,5234446,5234547,102,389.3,311.9,4048,,,
Saccade,DadsArmy,L,5234548,5234572,25,390.3,311.6,516.6,302.1,3.04,243
Fixation,DadsArmy,L,5234573,5235327,755,503.6,298.5,4049,,,
Saccade,DadsArmy,L,5235328,5235355,28,539.3,286.9,561.6,284.5,0.54,121
Fixation,DadsArmy,L,5235356,5235493,138,573.9,280.6,4069,,,
Saccade,DadsArmy,L,5235494,5235654,161,581.8,280.7,571.4,259.5,0.57,1311
Fixation,DadsArmy,L,5235655,5236558,904,564,265.7,4223,,,
Saccade,DadsArmy,L,5236559,5236706,148,550.4,274.7,525.6,292.3,0.74,1202
Fixation,DadsArmy,L,5236707,5237288,582,523,298.4,4053,,,
Saccade,DadsArmy,L,5237289,5237305,17,518,302,513.6,279.4,0.56,56
Fixation,DadsArmy,L,5237306,5237513,208,516.4,285.1,3804,,,
Saccade,DadsArmy,L,5237514,5237539,26,520.6,285.9,387.4,347.7,3.53,230
Fixation,DadsArmy,L,5237540,5238424,885,386.5,358,3817,,,
Saccade,DadsArmy,L,5238425,5238600,176,392.1,355.3,479.8,844.6,11.85,1172
Fixation,DadsArmy,L,5238601,5239321,721,464,861.9,4326,,,
Saccade,DadsArmy,L,5239322,5239342,21,451.9,866.3,372.3,859.2,1.88,159
Fixation,DadsArmy,L,5239343,5239543,201,386.4,864,4396,,,
Saccade,DadsArmy,L,5239544,5239708,165,387.9,865.1,465.9,336.5,12.71,1030
Fixation,DadsArmy,L,5239709,5239827,119,467.9,339.9,4275,,,
Saccade,DadsArmy,L,5239828,5239847,20,467.2,341.7,506.5,293.5,1.5,128
Fixation,DadsArmy,L,5239848,5240568,721,494.3,295.1,4294,,,
Saccade,DadsArmy,L,5240569,5240755,187,498.7,290,525.8,272.2,0.78,1153
Fixation,DadsArmy,L,5240756,5241205,450,524,273.3,4247,,,
Saccade,DadsArmy,L,5241206,5241219,14,512.4,271.2,511.1,237.7,0.81,71
Fixation,DadsArmy,L,5241220,5241597,378,501.9,246.5,4319,,,
Saccade,DadsArmy,L,5241598,5241925,328,485,256.6,439.5,880.8,14.88,1183
